Entry Point,Month,Value,Year,Category,Region,Conservation Area,Visitors,Metric,English_Year,Group,Count,Type,Hotel_Type,Hotel_Count,Bed_Count,Types of Course,Details,Third Country,Indian,% Change,Gender,Age_Group,Total,Nationality,Percent
,Apr,49089,2011,,,,,,,,,,,,,,,,,,,,,,
,Apr,53745,2012,,,,,,,,,,,,,,,,,,,,,,
,Apr,53079,2013,,,,,,,,,,,,,,,,,,,,,,
,Apr,67165,2014,,,,,,,,,,,,,,,,,,,,,,
,Apr,56214,2015,,,,,,,,,,,,,,,,,,,,,,
,Apr,50831,2016,,,,,,,,,,,,,,,,,,,,,,
,Apr,73996,2017,,,,,,,,,,,,,,,,,,,,,,
,Apr,82038,2018,,,,,,,,,,,,,,,,,,,,,,
,Apr,92293,2019,,,,,,,,,,,,,,,,,,,,,,
,Apr,12,2020,,,,,,,,,,,,,,,,,,,,,,
,Apr,9559,2021,,,,,,,,,,,,,,,,,,,,,,
,Apr,39113,2022,,,,,,,,,,,,,,,,,,,,,,
,Apr,67336,2023,,,,,,,,,,,,,,,,,,,,,,
,Apr,81217,2024,,,,,,,,,,,,,,,,,,,,,,
,May,12491,1995,,,,,,,,,,,,,,,,,,,,,,
,May,14042,1996,,,,,,,,,,,,,,,,,,,,,,
,May,14836,1997,,,,,,,,,,,,,,,,,,,,,,
,May,15647,1998,,,,,,,,,,,,,,,,,,,,,,
,May,22305,1999,,,,,,,,,,,,,,,,,,,,,,
,May,18658,2000,,,,,,,,,,,,,,,,,,,,,,
,May,17406,2001,,,,,,,,,,,,,,,,,,,,,,
,May,11751,2002,,,,,,,,,,,,,,,,,,,,,,
,May,15288,2003,,,,,,,,,,,,,,,,,,,,,,
,May,15581,2004,,,,,,,,,,,,,,,,,,,,,,
,May,15438,2005,,,,,,,,,,,,,,,,,,,,,,
,May,13517,2006,,,,,,,,,,,,,,,,,,,,,,
,May,23296,2007,,,,,,,,,,,,,,,,,,,,,,
,May,19619,2008,,,,,,,,,,,,,,,,,,,,,,
,May,20362,2009,,,,,,,,,,,,,,,,,,,,,,
,May,21053,2010,,,,,,,,,,,,,,,,,,,,,,
,May,29692,2011,,,,,,,,,,,,,,,,,,,,,,
,May,30140,2012,,,,,,,,,,,,,,,,,,,,,,
,May,33295,2013,,,,,,,,,,,,,,,,,,,,,,
,May,41979,2014,,,,,,,,,,,,,,,,,,,,,,
,May,13746,2015,,,,,,,,,,,,,,,,,,,,,,
,May,34332,2016,,,,,,,,,,,,,,,,,,,,,,
,May,42762,2017,,,,,,,,,,,,,,,,,,,,,,
,May,47097,2018,,,,,,,,,,,,,,,,,,,,,,
,May,52314,2019,,,,,,,,,,,,,,,,,,,,,,
,May,24,2020,,,,,,,,,,,,,,,,,,,,,,
,May,944,2021,,,,,,,,,,,,,,,,,,,,,,
,May,27339,2022,,,,,,,,,,,,,,,,,,,,,,
,May,41128,2023,,,,,,,,,,,,,,,,,,,,,,
,May,51917,2024,,,,,,,,,,,,,,,,,,,,,,
,Jun,9270,1995,,,,,,,,,,,,,,,,,,,,,,
,Jun,9777,1996,,,,,,,,,,,,,,,,,,,,,,
,Jun,9973,1997,,,,,,,,,,,,,,,,,,,,,,
,Jun,11195,1998,,,,,,,,,,,,,,,,,,,,,,
,Jun,12731,1999,,,,,,,,,,,,,,,,,,,,,,
,Jun,12036,2000,,,,,,,,,,,,,,,,,,,,,,
,Jun,8929,2001,,,,,,,,,,,,,,,,,,,,,,
,Jun,8338,2002,,,,,,,,,,,,,,,,,,,,,,
,Jun,7835,2003,,,,,,,,,,,,,,,,,,,,,,
,Jun,9776,2004,,,,,,,,,,,,,,,,,,,,,,
,Jun,11170,2005,,,,,,,,,,,,,,,,,,,,,,
,Jun,11841,2006,,,,,,,,,,,,,,,,,,,,,,
,Jun,18937,2007,,,,,,,,,,,,,,,,,,,,,,
,Jun,12922,2008,,,,,,,,,,,,,,,,,,,,,,
,Jun,17078,2009,,,,,,,,,,,,,,,,,,,,,,
,Jun,17967,2010,,,,,,,,,,,,,,,,,,,,,,
,Jun,25081,2011,,,,,,,,,,,,,,,,,,,,,,
,Jun,30084,2012,,,,,,,,,,,,,,,,,,,,,,
,Jun,28507,2013,,,,,,,,,,,,,,,,,,,,,,
,Jun,30024,2014,,,,,,,,,,,,,,,,,,,,,,
,Jun,13174,2015,,,,,,,,,,,,,,,,,,,,,,
,Jun,26432,2016,,,,,,,,,,,,,,,,,,,,,,
,Jun,35838,2017,,,,,,,,,,,,,,,,,,,,,,
,Jun,44260,2018,,,,,,,,,,,,,,,,,,,,,,
,Jun,44369,2019,,,,,,,,,,,,,,,,,,,,,,
,Jun,76,2020,,,,,,,,,,,,,,,,,,,,,,
,Jun,824,2021,,,,,,,,,,,,,,,,,,,,,,
,Jun,23709,2022,,,,,,,,,,,,,,,,,,,,,,
,Jun,33405,2023,,,,,,,,,,,,,,,,,,,,,,
,Jun,38899,2024,,,,,,,,,,,,,,,,,,,,,,
,July,14141,1995,,,,,,,,,,,,,,,,,,,,,,
,July,13724,1996,,,,,,,,,,,,,,,,,,,,,,
,July,16024,1997,,,,,,,,,,,,,,,,,,,,,,
,July,15724,1998,,,,,,,,,,,,,,,,,,,,,,
,July,16782,1999,,,,,,,,,,,,,,,,,,,,,,
,July,16842,2000,,,,,,,,,,,,,,,,,,,,,,
,July,13965,2001,,,,,,,,,,,,,,,,,,,,,,
,July,9962,2002,,,,,,,,,,,,,,,,,,,,,,
,July,13607,2003,,,,,,,,,,,,,,,,,,,,,,
,July,17070,2004,,,,,,,,,,,,,,,,,,,,,,
,July,14921,2005,,,,,,,,,,,,,,,,,,,,,,
,July,15066,2006,,,,,,,,,,,,,,,,,,,,,,
,July,26160,2007,,,,,,,,,,,,,,,,,,,,,,
,July,18097,2008,,,,,,,,,,,,,,,,,,,,,,
,July,19942,2009,,,,,,,,,,,,,,,,,,,,,,
,July,24273,2010,,,,,,,,,,,,,,,,,,,,,,
,July,28875,2011,,,,,,,,,,,,,,,,,,,,,,
,July,34837,2012,,,,,,,,,,,,,,,,,,,,,,
,July,37666,2013,,,,,,,,,,,,,,,,,,,,,,
,July,37567,2014,,,,,,,,,,,,,,,,,,,,,,
,July,17901,2015,,,,,,,,,,,,,,,,,,,,,,
,July,37497,2016,,,,,,,,,,,,,,,,,,,,,,
,July,32047,2017,,,,,,,,,,,,,,,,,,,,,,
,July,54896,2018,,,,,,,,,,,,,,,,,,,,,,
,July,48796,2019,,,,,,,,,,,,,,,,,,,,,,
,July,170,2020,,,,,,,,,,,,,,,,,,,,,,
,July,1987,2021,,,,,,,,,,,,,,,,,,,,,,
,July,27063,2022,,,,,,,,,,,,,,,,,,,,,,
,July,36369,2023,,,,,,,,,,,,,,,,,,,,,,
,July,43107,2024,,,,,,,,,,,,,,,,,,,,,,
,Aug,20211,1995,,,,,,,,,,,,,,,,,,,,,,
,Aug,21833,1996,,,,,,,,,,,,,,,,,,,,,,
,Aug,24772,1997,,,,,,,,,,,,,,,,,,,,,,
,Aug,26387,1998,,,,,,,,,,,,,,,,,,,,,,
,Aug,29402,1999,,,,,,,,,,,,,,,,,,,,,,
,Aug,27205,2000,,,,,,,,,,,,,,,,,,,,,,
,Aug,21658,2001,,,,,,,,,,,,,,,,,,,,,,
,Aug,15515,2002,,,,,,,,,,,,,,,,,,,,,,
,Aug,19149,2003,,,,,,,,,,,,,,,,,,,,,,
,Aug,27657,2004,,,,,,,,,,,,,,,,,,,,,,
,Aug,26119,2005,,,,,,,,,,,,,,,,,,,,,,
,Aug,24966,2006,,,,,,,,,,,,,,,,,,,,,,
,Aug,37658,2007,,,,,,,,,,,,,,,,,,,,,,
,Aug,32084,2008,,,,,,,,,,,,,,,,,,,,,,
,Aug,36121,2009,,,,,,,,,,,,,,,,,,,,,,
,Aug,43172,2010,,,,,,,,,,,,,,,,,,,,,,
,Aug,55204,2011,,,,,,,,,,,,,,,,,,,,,,
,Aug,57590,2012,,,,,,,,,,,,,,,,,,,,,,
,Aug,57642,2013,,,,,,,,,,,,,,,,,,,,,,
,Aug,51828,2014,,,,,,,,,,,,,,,,,,,,,,
,Aug,31571,2015,,,,,,,,,,,,,,,,,,,,,,
,Aug,54924,2016,,,,,,,,,,,,,,,,,,,,,,
,Aug,59721,2017,,,,,,,,,,,,,,,,,,,,,,
,Aug,69384,2018,,,,,,,,,,,,,,,,,,,,,,
,Aug,67196,2019,,,,,,,,,,,,,,,,,,,,,,
,Aug,244,2020,,,,,,,,,,,,,,,,,,,,,,
,Aug,4103,2021,,,,,,,,,,,,,,,,,,,,,,
,Aug,25157,2022,,,,,,,,,,,,,,,,,,,,,,
,Aug,40488,2023,,,,,,,,,,,,,,,,,,,,,,
,Aug,46884,2024,,,,,,,,,,,,,,,,,,,,,,
,Sep,22344,1995,,,,,,,,,,,,,,,,,,,,,,
,Sep,23201,1996,,,,,,,,,,,,,,,,,,,,,,
,Sep,24344,1997,,,,,,,,,,,,,,,,,,,,,,
,Sep,29241,1998,,,,,,,,,,,,,,,,,,,,,,
,Sep,33650,1999,,,,,,,,,,,,,,,,,,,,,,
,Sep,34643,2000,,,,,,,,,,,,,,,,,,,,,,
,Sep,26132,2001,,,,,,,,,,,,,,,,,,,,,,
,Sep,18768,2002,,,,,,,,,,,,,,,,,,,,,,
,Sep,22577,2003,,,,,,,,,,,,,,,,,,,,,,
,Sep,21829,2004,,,,,,,,,,,,,,,,,,,,,,
,Sep,27413,2005,,,,,,,,,,,,,,,,,,,,,,
,Sep,26327,2006,,,,,,,,,,,,,,,,,,,,,,
,Sep,38813,2007,,,,,,,,,,,,,,,,,,,,,,
,Sep,33870,2008,,,,,,,,,,,,,,,,,,,,,,
,Sep,36241,2009,,,,,,,,,,,,,,,,,,,,,,
,Sep,44650,2010,,,,,,,,,,,,,,,,,,,,,,
,Sep,50560,2011,,,,,,,,,,,,,,,,,,,,,,
,Sep,54654,2012,,,,,,,,,,,,,,,,,,,,,,
,Sep,51912,2013,,,,,,,,,,,,,,,,,,,,,,
,Sep,45807,2014,,,,,,,,,,,,,,,,,,,,,,
,Sep,32351,2015,,,,,,,,,,,,,,,,,,,,,,
,Sep,64143,2016,,,,,,,,,,,,,,,,,,,,,,
,Sep,60283,2017,,,,,,,,,,,,,,,,,,,,,,
,Sep,76520,2018,,,,,,,,,,,,,,,,,,,,,,
,Sep,74102,2019,,,,,,,,,,,,,,,,,,,,,,
,Sep,543,2020,,,,,,,,,,,,,,,,,,,,,,
,Sep,6375,2021,,,,,,,,,,,,,,,,,,,,,,
,Sep,43843,2022,,,,,,,,,,,,,,,,,,,,,,
,Sep,62318,2023,,,,,,,,,,,,,,,,,,,,,,
,Sep,73317,2024,,,,,,,,,,,,,,,,,,,,,,
,Oct,38398,1995,,,,,,,,,,,,,,,,,,,,,,
,Oct,38139,1996,,,,,,,,,,,,,,,,,,,,,,
,Oct,46110,1997,,,,,,,,,,,,,,,,,,,,,,
,Oct,49787,1998,,,,,,,,,,,,,,,,,,,,,,
,Oct,54099,1999,,,,,,,,,,,,,,,,,,,,,,
,Oct,51100,2000,,,,,,,,,,,,,,,,,,,,,,
,Oct,37198,2001,,,,,,,,,,,,,,,,,,,,,,
,Oct,30251,2002,,,,,,,,,,,,,,,,,,,,,,
,Oct,38040,2003,,,,,,,,,,,,,,,,,,,,,,
,Oct,38104,2004,,,,,,,,,,,,,,,,,,,,,,
,Oct,40553,2005,,,,,,,,,,,,,,,,,,,,,,
,Oct,43026,2006,,,,,,,,,,,,,,,,,,,,,,
,Oct,65745,2007,,,,,,,,,,,,,,,,,,,,,,
,Oct,60938,2008,,,,,,,,,,,,,,,,,,,,,,
,Oct,65592,2009,,,,,,,,,,,,,,,,,,,,,,
,Oct,69982,2010,,,,,,,,,,,,,,,,,,,,,,
,Oct,86988,2011,,,,,,,,,,,,,,,,,,,,,,
,Oct,79536,2012,,,,,,,,,,,,,,,,,,,,,,
,Oct,77163,2013,,,,,,,,,,,,,,,,,,,,,,
,Oct,72964,2014,,,,,,,,,,,,,,,,,,,,,,
,Oct,51683,2015,,,,,,,,,,,,,,,,,,,,,,
,Oct,81706,2016,,,,,,,,,,,,,,,,,,,,,,
,Oct,101824,2017,,,,,,,,,,,,,,,,,,,,,,
,Oct,119098,2018,,,,,,,,,,,,,,,,,,,,,,
,Oct,118486,2019,,,,,,,,,,,,,,,,,,,,,,
,Oct,1918,2020,,,,,,,,,,,,,,,,,,,,,,
,Oct,14599,2021,,,,,,,,,,,,,,,,,,,,,,
,Oct,71672,2022,,,,,,,,,,,,,,,,,,,,,,
,Oct,98826,2023,,,,,,,,,,,,,,,,,,,,,,
,Oct,108078,2024,,,,,,,,,,,,,,,,,,,,,,
,Nov,28177,1995,,,,,,,,,,,,,,,,,,,,,,
,Nov,29221,1996,,,,,,,,,,,,,,,,,,,,,,
,Nov,30712,1997,,,,,,,,,,,,,,,,,,,,,,
,Nov,38587,1998,,,,,,,,,,,,,,,,,,,,,,
,Nov,38835,1999,,,,,,,,,,,,,,,,,,,,,,
,Nov,45318,2000,,,,,,,,,,,,,,,,,,,,,,
,Nov,25795,2001,,,,,,,,,,,,,,,,,,,,,,
,Nov,24044,2002,,,,,,,,,,,,,,,,,,,,,,
,Nov,31750,2003,,,,,,,,,,,,,,,,,,,,,,
,Nov,29330,2004,,,,,,,,,,,,,,,,,,,,,,
,Nov,34778,2005,,,,,,,,,,,,,,,,,,,,,,
,Nov,37402,2006,,,,,,,,,,,,,,,,,,,,,,
,Nov,46822,2007,,,,,,,,,,,,,,,,,,,,,,
,Nov,47467,2008,,,,,,,,,,,,,,,,,,,,,,
,Nov,48667,2009,,,,,,,,,,,,,,,,,,,,,,
,Nov,57304,2010,,,,,,,,,,,,,,,,,,,,,,
,Nov,72436,2011,,,,,,,,,,,,,,,,,,,,,,
,Nov,74603,2012,,,,,,,,,,,,,,,,,,,,,,
,Nov,59630,2013,,,,,,,,,,,,,,,,,,,,,,
,Nov,69143,2014,,,,,,,,,,,,,,,,,,,,,,
,Nov,52542,2015,,,,,,,,,,,,,,,,,,,,,,
,Nov,62304,2016,,,,,,,,,,,,,,,,,,,,,,
,Nov,87890,2017,,,,,,,,,,,,,,,,,,,,,,
,Nov,132116,2018,,,,,,,,,,,,,,,,,,,,,,
,Nov,110622,2019,,,,,,,,,,,,,,,,,,,,,,
,Nov,1831,2020,,,,,,,,,,,,,,,,,,,,,,
,Nov,15715,2021,,,,,,,,,,,,,,,,,,,,,,
,Nov,52121,2022,,,,,,,,,,,,,,,,,,,,,,
,Nov,84187,2023,,,,,,,,,,,,,,,,,,,,,,
,Nov,94581,2024,,,,,,,,,,,,,,,,,,,,,,
,Dec,17063,1995,,,,,,,,,,,,,,,,,,,,,,
,Dec,22661,1996,,,,,,,,,,,,,,,,,,,,,,
,Dec,22909,1997,,,,,,,,,,,,,,,,,,,,,,
,Dec,23814,1998,,,,,,,,,,,,,,,,,,,,,,
,Dec,25431,1999,,,,,,,,,,,,,,,,,,,,,,
,Dec,31509,2000,,,,,,,,,,,,,,,,,,,,,,
,Dec,15018,2001,,,,,,,,,,,,,,,,,,,,,,
,Dec,17943,2002,,,,,,,,,,,,,,,,,,,,,,
,Dec,25980,2003,,,,,,,,,,,,,,,,,,,,,,
,Dec,22187,2004,,,,,,,,,,,,,,,,,,,,,,
,Dec,27822,2005,,,,,,,,,,,,,,,,,,,,,,
,Dec,27009,2006,,,,,,,,,,,,,,,,,,,,,,
,Dec,33458,2007,,,,,,,,,,,,,,,,,,,,,,
,Dec,29980,2008,,,,,,,,,,,,,,,,,,,,,,
,Dec,32618,2009,,,,,,,,,,,,,,,,,,,,,,
,Dec,38363,2010,,,,,,,,,,,,,,,,,,,,,,
,Dec,47745,2011,,,,,,,,,,,,,,,,,,,,,,
,Dec,51850,2012,,,,,,,,,,,,,,,,,,,,,,
,Dec,45822,2013,,,,,,,,,,,,,,,,,,,,,,
,Dec,52354,2014,,,,,,,,,,,,,,,,,,,,,,
,Dec,39207,2015,,,,,,,,,,,,,,,,,,,,,,
,Dec,63154,2016,,,,,,,,,,,,,,,,,,,,,,
,Dec,67077,2017,,,,,,,,,,,,,,,,,,,,,,
,Dec,100093,2018,,,,,,,,,,,,,,,,,,,,,,
,Dec,77432,2019,,,,,,,,,,,,,,,,,,,,,,
,Dec,2845,2020,,,,,,,,,,,,,,,,,,,,,,
,Dec,15238,2021,,,,,,,,,,,,,,,,,,,,,,
,Dec,41499,2022,,,,,,,,,,,,,,,,,,,,,,
,Dec,63882,2023,,,,,,,,,,,,,,,,,,,,,,
,Dec,67492,2024,,,,,,,,,,,,,,,,,,,,,,
,Total,246135,1995,,,,,,,,,,,,,,,,,,,,,,
,Total,271101,1996,,,,,,,,,,,,,,,,,,,,,,
,Total,288419,1997,,,,,,,,,,,,,,,,,,,,,,
,Total,320455,1998,,,,,,,,,,,,,,,,,,,,,,
,Total,350843,1999,,,,,,,,,,,,,,,,,,,,,,
,Total,367731,2000,,,,,,,,,,,,,,,,,,,,,,
,Total,296917,2001,,,,,,,,,,,,,,,,,,,,,,
,Total,208691,2002,,,,,,,,,,,,,,,,,,,,,,
,Total,251769,2003,,,,,,,,,,,,,,,,,,,,,,
,Total,294971,2004,,,,,,,,,,,,,,,,,,,,,,
,Total,278964,2005,,,,,,,,,,,,,,,,,,,,,,
,Total,290204,2006,,,,,,,,,,,,,,,,,,,,,,
,Total,430695,2007,,,,,,,,,,,,,,,,,,,,,,
,Total,409100,2008,,,,,,,,,,,,,,,,,,,,,,
,Total,416072,2009,,,,,,,,,,,,,,,,,,,,,,
,Total,481969,2010,,,,,,,,,,,,,,,,,,,,,,
,Total,586711,2011,,,,,,,,,,,,,,,,,,,,,,
,Total,637277,2012,,,,,,,,,,,,,,,,,,,,,,
,Total,616642,2013,,,,,,,,,,,,,,,,,,,,,,
,Total,654775,2014,,,,,,,,,,,,,,,,,,,,,,
,Total,463846,2015,,,,,,,,,,,,,,,,,,,,,,
,Total,634753,2016,,,,,,,,,,,,,,,,,,,,,,
,Total,779950,2017,,,,,,,,,,,,,,,,,,,,,,
,Total,978749,2018,,,,,,,,,,,,,,,,,,,,,,
,Total,943041,2019,,,,,,,,,,,,,,,,,,,,,,
,Total,189749,2020,,,,,,,,,,,,,,,,,,,,,,
,Total,86290,2021,,,,,,,,,,,,,,,,,,,,,,
,Total,405535,2022,,,,,,,,,,,,,,,,,,,,,,
,Total,694946,2023,,,,,,,,,,,,,,,,,,,,,,
,Total,829767,2024,,,,,,,,,,,,,,,,,,,,,,
,Jan,6449,1995,,,,,,,,,,,,,,,,,,,,,,
,Jan,10208,1996,,,,,,,,,,,,,,,,,,,,,,
,Jan,8729,1997,,,,,,,,,,,,,,,,,,,,,,
,Jan,8698,1998,,,,,,,,,,,,,,,,,,,,,,
,Jan,9198,1999,,,,,,,,,,,,,,,,,,,,,,
,Jan,4215,2000,,,,,,,,,,,,,,,,,,,,,,
,Jan,5296,2001,,,,,,,,,,,,,,,,,,,,,,
,Jan,3996,2002,,,,,,,,,,,,,,,,,,,,,,
,Jan,5556,2003,,,,,,,,,,,,,,,,,,,,,,
,Jan,8041,2004,,,,,,,,,,,,,,,,,,,,,,
,Jan,5946,2005,,,,,,,,,,,,,,,,,,,,,,
,Jan,7643,2006,,,,,,,,,,,,,,,,,,,,,,
,Jan,7335,2007,,,,,,,,,,,,,,,,,,,,,,
,Jan,6440,2008,,,,,,,,,,,,,,,,,,,,,,
,Jan,5309,2009,,,,,,,,,,,,,,,,,,,,,,
,Jan,5569,2010,,,,,,,,,,,,,,,,,,,,,,
,Jan,8081,2011,,,,,,,,,,,,,,,,,,,,,,
,Jan,10446,2012,,,,,,,,,,,,,,,,,,,,,,
,Jan,7550,2013,,,,,,,,,,,,,,,,,,,,,,
,Jan,13134,2014,,,,,,,,,,,,,,,,,,,,,,
,Jan,5983,2015,,,,,,,,,,,,,,,,,,,,,,
,Jan,5672,2016,,,,,,,,,,,,,,,,,,,,,,
,Jan,10547,2017,,,,,,,,,,,,,,,,,,,,,,
,Jan,12152,2018,,,,,,,,,,,,,,,,,,,,,,
,Jan,17692,2019,,,,,,,,,,,,,,,,,,,,,,
,Jan,16800,2020,,,,,,,,,,,,,,,,,,,,,,
,Jan,4029,2021,,,,,,,,,,,,,,,,,,,,,,
,Jan,3915,2022,,,,,,,,,,,,,,,,,,,,,,
,Jan,16436,2023,,,,,,,,,,,,,,,,,,,,,,
,Jan,24074,2024,,,,,,,,,,,,,,,,,,,,,,
,Feb,8758,1995,,,,,,,,,,,,,,,,,,,,,,
,Feb,6047,1996,,,,,,,,,,,,,,,,,,,,,,
,Feb,8710,1997,,,,,,,,,,,,,,,,,,,,,,
,Feb,10101,1998,,,,,,,,,,,,,,,,,,,,,,
,Feb,8875,1999,,,,,,,,,,,,,,,,,,,,,,
,Feb,5020,2000,,,,,,,,,,,,,,,,,,,,,,
,Feb,5917,2001,,,,,,,,,,,,,,,,,,,,,,
,Feb,3708,2002,,,,,,,,,,,,,,,,,,,,,,
,Feb,5028,2003,,,,,,,,,,,,,,,,,,,,,,
,Feb,6888,2004,,,,,,,,,,,,,,,,,,,,,,
,Feb,3277,2005,,,,,,,,,,,,,,,,,,,,,,
,Feb,4408,2006,,,,,,,,,,,,,,,,,,,,,,
,Feb,6801,2007,,,,,,,,,,,,,,,,,,,,,,
,Feb,6341,2008,,,,,,,,,,,,,,,,,,,,,,
,Feb,6023,2009,,,,,,,,,,,,,,,,,,,,,,
,Feb,5975,2010,,,,,,,,,,,,,,,,,,,,,,
,Feb,8294,2011,,,,,,,,,,,,,,,,,,,,,,
,Feb,11158,2012,,,,,,,,,,,,,,,,,,,,,,
,Feb,9069,2013,,,,,,,,,,,,,,,,,,,,,,
,Feb,10135,2014,,,,,,,,,,,,,,,,,,,,,,
,Feb,7272,2015,,,,,,,,,,,,,,,,,,,,,,
,Feb,6549,2016,,,,,,,,,,,,,,,,,,,,,,
,Feb,11196,2017,,,,,,,,,,,,,,,,,,,,,,
,Feb,7570,2018,,,,,,,,,,,,,,,,,,,,,,
,Feb,17668,2019,,,,,,,,,,,,,,,,,,,,,,
,Feb,14840,2020,,,,,,,,,,,,,,,,,,,,,,
,Feb,4769,2021,,,,,,,,,,,,,,,,,,,,,,
,Feb,6015,2022,,,,,,,,,,,,,,,,,,,,,,
,Feb,18401,2023,,,,,,,,,,,,,,,,,,,,,,
,Feb,25540,2024,,,,,,,,,,,,,,,,,,,,,,
,Mar,8838,1995,,,,,,,,,,,,,,,,,,,,,,
,Mar,7598,1996,,,,,,,,,,,,,,,,,,,,,,
,Mar,9788,1997,,,,,,,,,,,,,,,,,,,,,,
,Mar,8241,1998,,,,,,,,,,,,,,,,,,,,,,
,Mar,8060,1999,,,,,,,,,,,,,,,,,,,,,,
,Mar,5985,2000,,,,,,,,,,,,,,,,,,,,,,
,Mar,6025,2001,,,,,,,,,,,,,,,,,,,,,,
,Mar,3713,2002,,,,,,,,,,,,,,,,,,,,,,
,Mar,5477,2003,,,,,,,,,,,,,,,,,,,,,,
,Mar,8822,2004,,,,,,,,,,,,,,,,,,,,,,
,Mar,4028,2005,,,,,,,,,,,,,,,,,,,,,,
,Mar,6704,2006,,,,,,,,,,,,,,,,,,,,,,
,Mar,6700,2007,,,,,,,,,,,,,,,,,,,,,,
,Mar,7371,2008,,,,,,,,,,,,,,,,,,,,,,
,Mar,3617,2009,,,,,,,,,,,,,,,,,,,,,,
,Mar,6426,2010,,,,,,,,,,,,,,,,,,,,,,
,Mar,9110,2011,,,,,,,,,,,,,,,,,,,,,,
,Mar,16269,2012,,,,,,,,,,,,,,,,,,,,,,
,Mar,15263,2013,,,,,,,,,,,,,,,,,,,,,,
,Mar,9906,2014,,,,,,,,,,,,,,,,,,,,,,
,Mar,7614,2015,,,,,,,,,,,,,,,,,,,,,,
,Mar,7849,2016,,,,,,,,,,,,,,,,,,,,,,
,Mar,12729,2017,,,,,,,,,,,,,,,,,,,,,,
,Mar,14411,2018,,,,,,,,,,,,,,,,,,,,,,
,Mar,18256,2019,,,,,,,,,,,,,,,,,,,,,,
,Mar,6793,2020,,,,,,,,,,,,,,,,,,,,,,
,Mar,7652,2021,,,,,,,,,,,,,,,,,,,,,,
,Mar,15034,2022,,,,,,,,,,,,,,,,,,,,,,
,Mar,25911,2023,,,,,,,,,,,,,,,,,,,,,,
,Mar,30642,2024,,,,,,,,,,,,,,,,,,,,,,
,Apr,10575,1995,,,,,,,,,,,,,,,,,,,,,,
,Apr,10873,1996,,,,,,,,,,,,,,,,,,,,,,
,Apr,10886,1997,,,,,,,,,,,,,,,,,,,,,,
,Apr,12090,1998,,,,,,,,,,,,,,,,,,,,,,
,Apr,11137,1999,,,,,,,,,,,,,,,,,,,,,,
,Apr,7205,2000,,,,,,,,,,,,,,,,,,,,,,
,Apr,6872,2001,,,,,,,,,,,,,,,,,,,,,,
,Apr,4376,2002,,,,,,,,,,,,,,,,,,,,,,
,Apr,5548,2003,,,,,,,,,,,,,,,,,,,,,,
,Apr,7235,2004,,,,,,,,,,,,,,,,,,,,,,
,Apr,5103,2005,,,,,,,,,,,,,,,,,,,,,,
,Apr,3548,2006,,,,,,,,,,,,,,,,,,,,,,
,Apr,8148,2007,,,,,,,,,,,,,,,,,,,,,,
,Apr,6523,2008,,,,,,,,,,,,,,,,,,,,,,
,Apr,8399,2009,,,,,,,,,,,,,,,,,,,,,,
,Apr,8301,2010,,,,,,,,,,,,,,,,,,,,,,
,Apr,10662,2011,,,,,,,,,,,,,,,,,,,,,,
,Apr,16051,2012,,,,,,,,,,,,,,,,,,,,,,
,Apr,12073,2013,,,,,,,,,,,,,,,,,,,,,,
,Apr,12888,2014,,,,,,,,,,,,,,,,,,,,,,
,Apr,9515,2015,,,,,,,,,,,,,,,,,,,,,,
,Apr,9383,2016,,,,,,,,,,,,,,,,,,,,,,
,Apr,14595,2017,,,,,,,,,,,,,,,,,,,,,,
,Apr,16612,2018,,,,,,,,,,,,,,,,,,,,,,
,Apr,17106,2019,,,,,,,,,,,,,,,,,,,,,,
,Apr,2,2020,,,,,,,,,,,,,,,,,,,,,,
,Apr,13173,2021,,,,,,,,,,,,,,,,,,,,,,
,Apr,22476,2022,,,,,,,,,,,,,,,,,,,,,,
,Apr,31437,2023,,,,,,,,,,,,,,,,,,,,,,
,Apr,30066,2024,,,,,,,,,,,,,,,,,,,,,,
,May,15352,1995,,,,,,,,,,,,,,,,,,,,,,
,May,15686,1996,,,,,,,,,,,,,,,,,,,,,,
,May,18620,1997,,,,,,,,,,,,,,,,,,,,,,
,May,20167,1998,,,,,,,,,,,,,,,,,,,,,,
,May,20407,1999,,,,,,,,,,,,,,,,,,,,,,
,May,9705,2000,,,,,,,,,,,,,,,,,,,,,,
,May,10939,2001,,,,,,,,,,,,,,,,,,,,,,
,May,8136,2002,,,,,,,,,,,,,,,,,,,,,,
,May,7416,2003,,,,,,,,,,,,,,,,,,,,,,
,May,11221,2004,,,,,,,,,,,,,,,,,,,,,,
,May,10103,2005,,,,,,,,,,,,,,,,,,,,,,
,May,9353,2006,,,,,,,,,,,,,,,,,,,,,,
,May,12558,2007,,,,,,,,,,,,,,,,,,,,,,
,May,10791,2008,,,,,,,,,,,,,,,,,,,,,,
,May,9675,2009,,,,,,,,,,,,,,,,,,,,,,
,May,11489,2010,,,,,,,,,,,,,,,,,,,,,,
,May,16510,2011,,,,,,,,,,,,,,,,,,,,,,
,May,20177,2012,,,,,,,,,,,,,,,,,,,,,,
,May,19539,2013,,,,,,,,,,,,,,,,,,,,,,
,May,20579,2014,,,,,,,,,,,,,,,,,,,,,,
,May,3823,2015,,,,,,,,,,,,,,,,,,,,,,
,May,12351,2016,,,,,,,,,,,,,,,,,,,,,,
